date,score,review
2025-06-08,9.0,This movie deserves more praise and I believe it to be a great production from all teams that were involved!
2025-06-08,8.0,I go into sci-fi movies just wanting to be entertained.  I don't need them to be thought provoking.  This movie entertained me.  I would have given it five stars had it been 20 minutes shorter.  The creature (creeper) effects were a bit too puppet like for me but the concept worked.  Feel good ending.
2025-06-07,1.0,mickey 17 was kinda boring
2025-06-07,7.0,Patterson was great and it has a good premise but it was too all over the place.
2025-06-07,7.0,Groundhog day meets starship troopers is the best I can do to explain this one. Worth watching at least once.
2025-06-07,8.0,"Good one, Hollywood does have some innovation!!"
2025-06-06,2.0,"Mickey 17 was released in 2025 and stars Robert Pattinson and Mark Ruffalo in a science fiction / comedy about clones in space. Pattinson was fine in his role but Mark Ruffalo was terrible in what I assume was a parody of President Trump. There's also a lot of political messaging about capitalism and greed that for me fell flat. The CGI was all over the place, the plot meandered, and the ending was predictable. Easy movie to skip."
2025-06-06,10.0,This sci fi movie was expectantly terrific. I loved the Robert Pattinsons were each unique. And whats not to love with this little creatures? Mark Ruffalo was easy to  strongly dislike and it was cool seeing Steven Yeun again.
2025-06-06,10.0,"A rather abstruse theme, but one that carries the director’s vision and deep conviction."
2025-06-06,5.0,Expected more but it was still a silly fun ride
2025-06-06,3.0,"Robert Pattinson did a great job and it was well produced. Still, underneath the flash it's just the same Hollywood preaching that permeates everything. It fails to make original points and dehumanizes the people they attempt to satirize, which is always a mistake in this genre."
2025-06-05,5.0,First off I wanna say that I think Robert Pattinson is a pretty good actor even though he gets a lot of twilight hate. That being said this movie was just ok …Cool story line for sure but there are parts where It gets weird as balls and after over 2 hours of watching the ending wasn’t great. I’ll definitely watch again if I’m bored enough
2025-06-05,4.0,"If you read the book, Mickey 7, and even remotely enjoyed it, do not watch this movie. They took the ""smart"" out of the characters and reduced it to ridiculously basic antics. Really too bad because the book seems completely adaptable to screen.  
If you go into this movie knowing that it is ridiculously over acted and the characters so dumbed down you wonder how they traveled across space to a new planet, you might enjoy it. 
I am saddened that such a talented cast was not given better material to work with."
2025-06-05,6.0,Helt okay. Jeg havde måske bare for høje forventninger til den.
2025-06-04,7.0,"This belongs in the same category as 'Don't Look Up'.

It's not for the Oscar, it's for political satire and B style humor. Wouldn't watch it again, but I'm not mad that I saw it."
2025-06-04,4.0,It was too wierd; despite the good reviews I doubt you'll enjoy it.  Feel free to scroll past Mickey 17.
2025-06-04,10.0,This movie was a breath of fresh air it was funny and a delight .acting was great
2025-06-04,10.0,"I was surprised by the somewhat cold reception this movie has gotten so far. While it’s maybe not on par with Parasite, it was delightfully witty and refreshingly far-from-formulaic.

Easily one of Robert Pattinson’s most dynamic performances, and the actors played off his cartoonish innocence (and later his jaded brutishness) perfectly. 

Though the film walks the line next to absurdism at times, the story itself illuminates the bizarre reality of authoritarian imperialism and classism as it is perpetuated by buffoons in power. If you are sensitive to criticism of people like the current U.S. president and his affiliates (from whom Mark Ruffalo clearly drew at least some inspiration) this may not be the flick for you. Like Toni Collette’s Ylfa, perhaps you are still too lost in the sauce.

All said, I anticipate this will become a cult classic in years to come. Until then, we may be a little too close to the smoldering flames to appreciate Mickey 17 for the fresh life it brings us as an inventive underdog hero story."
2025-06-04,1.0,"You have got to be kidding me, right?  This movie was one of the biggest wastes of talent that I have witnessed.  If only I could get the 2+ hours I spent watching this POS.  I never give credence to critics reviews, but there is an audience that actually rated this with an average of 4 Stars?  You all must be gaslighting."
2025-06-04,10.0,"Robert Pattinson's performance and dark humor receive praise, while pacing issues and underdeveloped characters draw criticism."
2025-06-03,3.0,Entertaining garbage
2025-06-03,3.0,"Desperdiçaram um baita enredo. Dava para fazer um excelente filme com essa história mas, resolveram desperciçá-la com esse tom cômico, abobalhado e infantil."
2025-06-03,7.0,"I loved this movie.  Quirky and funny, great storyline.  Pattinson was really good in it.  Really loved Mark Ruffalo as the OTT vain Trumpesque/Evangelical."
2025-06-03,3.0,"This movie should’ve been about 30 minutes shorter. It started strong. The first 45 minutes of it were fun and funny. But once you get to the halfway point it turns into an absolute drag. Every scene from that point on felt like it was about 2 minutes too long. Hell, the scene with all the worms around the ship, that scene alone felt like it lasted a whole hour. BTW, it says that it was supposed to be a comedy. But it quickly turned into some sort of sermonizing garbage. I went into it with high hopes, but I now see why it didn’t last long in the theaters. PHOBE it!"
2025-06-03,5.0,"Okja meets Moon that could have used more ""dark side of the"" and less silly twilight."
2025-06-02,7.0,"Mickey 17's first half of the movie is brilliant and with great potential for character and plot development. Nevertheless, it fails as many other movies in the excess trap. Watching it makes you reflect. Until the moment you get sleepy."
2025-06-02,10.0,"I was confused, shocked, and above all entertained. 

It's a bizarre and unique take on sci fi that was thoroughly enjoyable"
2025-06-02,1.0,Robert Pattison was great. Mark Ruffalo stunk.
2025-06-02,8.0,"Very unique Sci-Fi Comedy! I thought that the premise of the movie was very unique, the chemistry of the cast was impeccable, and I found the movie funny.  Definitely worth watching for a movie night!"
2025-06-02,9.0,"Robert Pattinson really sells the character of Mickey, I wasnt convinced from the trailer but upon watching the movie it makes alot more sense. Writing is hit or miss with more hits than misses. If youre a fan of a certain president you will most likely dislike this but if youre open minded/a well functioning person you should be able to look past that and enjoy what is a really creative movie with alot of laugh out loud moments. Definitely recommended."
2025-06-02,6.0,"In the future. There’s technology to 3D print copies of people. Mickey is an expendable. A person whose whole job is to be killed and be re-printed. This movie looked cool on the trailer and I was really wanted to see it but it’s very dark. There’s a leader that is very fascist and give 0 F’s about native species. There’s some disturbing scenes of what the do to little aliens , granted they’re made up and cgi but still, very disturbing even to make a point. It clearly shows how humanity is. On one hand disregard for other forms of life for personal gain or pleasure and other that take pity and compassion on other beings. I do not recommend this movie. It’s not funny. The plus sides of it would be that the story is original. Nothing like this I have seen or read. And Robert Pattinson dual performance it’s outstanding 🍿🍿🍿/5 on Max"
2025-06-02,8.0,"Movie is theoretically plausible from a science and cultural perspective, concentrating hard on humanities tendencies to fall in line but also the courage to fall out of line."
2025-06-02,2.0,The first 45 minutes or so were great. It went downhill after that. Mark Ruffalos character is unbearably bad. The story turned out to be boring and forgettable. I loved Parasite but this one was a total miss for me.
2025-06-01,6.0,"It is a good movie but the end of the movie bears no resemblance to the start. The start of the movie focuses a lot on the concept of the printing of Mickey and thematic philosophical questions raised from that. The ending focuses very much on the story of the colony itself, becomes more grounded and drops all focus on anything philosophical. It is a good movie and deserves a lot of credit for it's uniqueness and originality but where it ends is quite different to where it started"
2025-06-01,1.0,"I really wanted to like this. But it felt like the movie was written by two different writers, one that wants to make a quirky and kick ass sci-fi movie and another one that wants to preach politics to the audience.

Writers should never get on a soap box, it breaks the third wall in the worst way possible."
2025-06-01,8.0,Crazy Movie. Not a comedy but very entertaining.
2025-06-01,10.0,"Um dos MELHORES de ficção científica do ano até o momento!! (se não for de fato o melhor, até o momento.)

A caricatura e sátira está bem presente aqui, e feita de uma maneira muito natural e maravilhosa de se acompanhar.

Claro, o ponto da sátira é apenas um dos seus outros incríveis pontos positivos e acertos.

Um baita acerto grande em suas propostas, isso vale pro humor, pra aventura, um pouco da ação, e também no drama.

Longe de ser perfeito, tem sim seus pontos bem fracos.

Mas mesmo assim, continua muito bem com sua identidade.

Ah, e eu preciso dizer que Robert Pattinson está BRILHANTE em seus dois papéis.

Dito tudo isso, um dos melhores que eu assisti esse ano, até o momento.

N: 7.5!!!"
2025-06-01,10.0,Robert Pattinson and Naomi Ackie were incredible
2025-06-01,2.0,"Bong Joon-ho was copied, but they forgot to upload the GENIUS part."
2025-06-01,4.0,"I was excited to see this, but it didn't live up. Some of it was funny, but for the most part it felt like a chore making it to the end."
2025-05-31,10.0,"Humor and gore, politics and love, supernatural and simple natural.
compelling unique story, unbelievable acting - especially Pattinson's voice changes were all just spectacular! 

I loved how the director kept us engaged with very small details - like the decision to leave the door open during that scene in Mickey's room. 

No Hulk smash scene - booo!"
2025-05-31,1.0,"One of the biggest wastes of time. Terrible acting, not funny, and weird storyline."
2025-05-31,10.0,"I didnt know what I was getting into when watching this movie. Did it hit hard, what a fantastic movie."
2025-05-31,8.0,I enjoy a sci-fi film that when closely looked at you can find philosophical thought experiments to debate. I enjoyed this film.
2025-05-31,2.0,"Mid way through the movie we have Mark Ruffalo hamming it up as a very Trump-like politician and our 'hero' tries to assassinate him.  

How did Bong Joon Ho think including the scene was OK? Has he not watched the news in the last year? 

Regrettable faux pax aside, the movie is just a mess."
2025-05-31,8.0,"It was a fun, imaginative, and titillating journey to the end of late-stage capitalism. The tone felt like old (better) Burton, but really fresh and new. Robert Pattinson was both his usual self and completely different which was nice to see. The supporting cast was superb with a nice mix of fresh and familiar faces (TC = GOAT). My only gripe with the film is that I wanted them to explore death and what it means to die more fully; the fact that it wasn't really Mickey living on, but a copy of him living on. The original Mickey died long ago but no one seemed to really reconcile that. Also, I wanted to see things get really out of hand. There were so many things that could've been explored here, so many moral dilemmas toyed with that were never addressed. I am happy with the story, but I feel it should've been less Avatar-esq and more Rick & Morty. That said, it still gets four stars and here's hoping that someday soon, I'll get to print my very own RP."
2025-05-30,6.0,The film has an interesting concept that I don’t think achieved its potential.  Robert Pattinson fans will probably enjoy seeing him in the film.
2025-05-30,2.0,This was an absolutely horrible movie that I couldn't turn away from. The acting is subpar. The story was a bit ridiculous but I see where they were going with it.
2025-05-30,5.0,"The premise is really engaging but the second half of the movie felt drawn out and it was too easy to lose interest in the world of the film. I understand there’s a comment being made about society in the film, but its attempt at drama and comedy detract from it."
2025-05-30,6.0,"Well, considering the past movies from Bong Joon Ho, I had higher expectations for this flick. The trailer made it look better than I found it to be. 
Interesting and unusual starting premise, good acting performances, but lots of dead moments, and the plot eventually gets lost in some kind of crazy mix of comedy-drama with awkward scenes or goofy moments that leave you wondering how truly useful they are to the main storyline.
Also, the social and political discourse could use some subtlety here. Good intentions regarding social and political issues can't just be patched onto a kooky scifi comedy. The result can quickly become cringe worthy."
2025-05-30,7.0,It has interesting elements and it's pretty entertaining but it becomes boring at the end. It just seems anticlimactic and like they could have done more and better.
2025-05-30,2.0,This is a boring predictable movie.
2025-05-29,7.0,"I really, really enjoyed this movie. It's on the nose clever, well acted by a great cast, funny, exciting and original  it's just a pity the sharp satire is blunted by the last 15 minutes which are unfortunately trite and corny and do the rest of the movie a disservice."
2025-05-29,8.0,Great performances! Loved this
2025-05-29,7.0,"It's not perfect, but what it is, is something you're not at all likely to watch in the contemporary cinematic landscape. I'm grateful for that. It's a breath of fresh air."
2025-05-29,10.0,"A fun, well acted, wild ride!"
2025-05-29,6.0,"It's fine.

 Some  cartoonish performances by Ruffalo and Pattinson that really straddle the line of a great character acting, and just over the top chewing of the scenery. 

Ruffalo's character, and his wife, feel like characters that could have been on Snowpiercer. Felt like we'd seen this over the top, hunger games-esque character and aesthetic before. 

The plot is ok, the movie had funny moments, and it'll keep you entertained for it's runtime. I felt like the entire last 10 minutes, of the dream sequence, didn't add to the movie."
2025-05-29,5.0,"Parasite was always going to be a tough act to follow, and while Mickey 17 isn't exactly a masterpiece, it is a quirky, fun, original space adventure."
2025-05-29,10.0,One of the best Warfare adaptations I’ve seen. It’ll let you know if you need to deal with some spicy dejavú.
2025-05-29,3.0,"First 30ish minutes of the movie was pretty good but then it took a nose dive and became a chore to watch, I definitely would not recommend this movie"
2025-05-29,6.0,Found the enjoyability of the movie ruined by Mark Ruffalo's poor attempt at imitating Donald Trump.
2025-05-28,6.0,"Oh... My hopes might have been too high here. I'm really not quite sure what I was expecting. I guess I might've been expecting something to wow me the same way Parasite did, so that might be my fault. I feel like too much CGI makes me clock out."
2025-05-28,9.0,"Director Bong Joon Ho does it again. Delightfully weird characters as always. He once again has animal a few scenes of animal mutilation harkening back to Okja, but still a great film."
2025-05-28,1.0,Painful. 2+ hours of my life that I’ll never get back. Who casts Ruffalo!?!?   He’s awful.
2025-05-28,8.0,"I began watching this movie with 0 expectations, just another Sci-fi space movie that'll probably have the same plotline structure like all the others, but I was really surprised honestly! Right off the bat it sets the main concept, which was a way more unique idea than I thought it was going to be originally! 
I noticed the casting and without any background knowledge and was quick to judge, yet Robert Pattinson's acting was incredible!!
The pacing of the movie as well does a good job on representing how much they throw away care towards Mickey, slowly seeing him as just a body of flesh to be reprinted. And you do not know hOWW mUCh I appreciated that the movie did not go down the cheating route drama within the scene with the girl from dinner.
Yet the overall pacing could be fixed towards the ending, the rolly polly species surrounding the ship was a littleeee dragged out, but I still enjoyed it!!
They are so incredibly adorable so I don't mind them being on screen for a little while! Definitely would buy a marketable plushie of one lol
Also the character writing of the main villain could be tweaked to be a little lesss incredibly annoying, similar to almost a children's movie villain, he does all this selfish activity for little reason. Though at the same time it does get the viewer to dislike him too, so in the end it still works and we are all rooting for his death!

The photography and film direction within the movie as well was amazing! I found the comedy well written and perfectly paced! I also was quite impressed on the quality of the 3D modeling, and how they managed to stitch up so many scenes with the same actor interacting with themselves so well done!

Overall I really enjoyed this movie and was really happy to see that good sci-fi movies are still being made!!"
2025-05-28,8.0,"Although it’s not my favorite from Bong Joon Ho, the acting was incredible and the storyline felt fresh and original. This movie was a fun and kooky ride, while still leaving you thinking about its message long after credits roll."
2025-05-28,2.0,The movie drags on and on for what seems like a mediocre plot that Robert Pattinson cannot hold up by his multiple personalities. I tuned out after 45 minutes.
2025-05-28,8.0,pleasantly surprised; i went in completely blind & really loved the overall storyline/concept. really well done & everyone played their parts well too. the cast is stacked. i'd definitely recommend it if you're into sci-fi themes.
2025-05-27,9.0,What a fun exciting surprise with a nice message attached.
2025-05-27,5.0,A tale of two halves really. First half is interesting and found the story really intriguing. Second half was silly and really a letdown.  Wish they could have written the last hour of the movie and not made it some silly monster movie.
2025-05-27,4.0,"Joon-ho and company, who along with his 3 lead actors have a combined net worth exceeding $200 million bravely take on the evils of capitalism and religion…yawn. Also, besides Mickey there’s no character development of any kind.  Lazy film, used up topic."
2025-05-27,10.0,"I wish VHS tapes would stay be a thing, so I can take every Rob Pattinson movie and hit the face anyone who says that he is ""that guy from twilight"".

Absolutely amazing performance.
At some moments he was so different from himself that I literally caught myself on thought ""what actor it was?"".

Visuals and plot are strong as well. Highly recommend to watch"
2025-05-27,8.0,"Una película interesante que, si bien deja algunos temas sin explorar en profundidad, presenta una propuesta novedosa y bien ejecutada. Su historia resulta entretenida, ambientada en un mundo desafiante y complejo, habitado por un abanico de personajes tan detestables como entrañables, lo que le da una riqueza particular al universo que construye."
2025-05-26,7.0,It was okay and entertaining
2025-05-26,1.0,Do not waste your time watching this movie….it is over 2 hours long and you will never get that time back!  The acting is so bad and the plot is really thin.  I can’t believe that the critics and audience scores were over 70%.
2025-05-26,1.0,"The only thing redeeming about this was Robert Pattinson’s acting. The movie was absolutely terrible. Just another story of humans invading a different planet and not understanding  the native creatures that live there. Him being printed out over and over could be completely moved from the plot and it wouldn’t make a bit of difference. Just awful plot, awful script, and Ruffalo and Colette’s acting was so atrocious I never want to see either of their faces ever again. It was long, drawn out, meandering, and pointless. It ended with literally nothing having happened. 

Save yourself from 2 hours of boredom. Your time would be better spent taking a nap."
2025-05-26,10.0,"Bong Joon Ho isn't afraid to go weird and this is W-E-I-R-D.  From Pattinson affecting a flat, Buscemi-esque American accent to Ruffalo chewing scenery as a Trump/Musk hybrid trying to install a ""PURE"" outpost on a far-flung planet to Toni Collete as a human lamprey always physically attached to her megalomaniacal husband, this one pops as truly original content.  The overtones sharply mirror what's going on in America and the movie sails by quickly.  I appreciate new directions and this did it for me."
2025-05-26,10.0,Fantastic movie ! Robert does an amazing job and the metaphors go heavy in this film.
2025-05-26,8.0,A good science fiction film. Bong Joon Ho’s follow up film to “Parasite”. Robert Pattinson is a great actor. It takes place in a dystopian future. The monsters bothered me.
2025-05-26,3.0,"Interesting idea. Started ok, but then lost my interest. Had it's moments but too long and too slow. 
Feel like it could have been so much better"
2025-05-26,10.0,"One of my new favorites of Rob Pattinson. Great work and supportive cast! Rob nailed this character, especially sold it with the voice. I would definitely recommend."
2025-05-26,1.0,"Mickey 17 was weighed down by political undertones and an oddly self-assured cast, considering how weak the script is. The villain, a mashup of Trump and Musk, feels forced and one-dimensional. The pacing is sluggish, and the dialogue is painfully simple, often bordering on awkward. Despite its high-concept premise, the film lacks the depth and quality it needs to be engaging. I found myself struggling to stay invested and wishing for a more thoughtful, better-executed story."
2025-05-26,9.0,"it was oddly sexy. Definitely for the ""booktok"" girls. I enjoyed the political message and the Donald Trump like villain. It was comical and not a serious movie but had that one serious message of ""the ones in charge are evil"". I enjoyed it and the aliens were super cute."
2025-05-26,4.0,"Pattinson gives his all, but MICKEY 17 sinks under a tangled, exhausting script."
2025-05-26,3.0,"I really wanted to like this movie but the fact is that it is just, plain, terrible. The a direction, timing and editing is just off."
2025-05-26,2.0,Horrible filmmaking and calamitous writing on full display. Everything wrong with Hollywood ego gone unchecked.
2025-05-26,10.0,"Seen as it is, from a simple perspective, it might hurt seem just a strange movie. But given that this is basically a parody of what is happening in global politics, written by a South Korean, is cinematic history. The parallels to our current reality of idiots declaring other people “aliens” while seeing them as less than dirt, while in fact those people are simply interested in basic dignity and respect, is incredible in and of itself. But the layers represented by multiples and “expendables” really makes it not just relevant to today, but relevant at any point in the future. I’d call this one of the best and deepest movies I’ve ever seen, even though the main protagonist is portrayed as dull and goofy. A cinematic masterpiece"
2025-05-26,5.0,"I couldn’t finish it, just didn’t hold my attention after the first 30 minutes."
2025-05-26,5.0,"Not good, such a huge miss from the book. I was really looking forward to a sequel and franchise, but not now. Mickey 17 belongs in the cycles."
2025-05-26,1.0,"All characters being loud, pointless and obnoxious IS NOT COMEDY!"
2025-05-26,8.0,"Mickey 17 is Bong Joon Ho’s most American and overtly accessible film to date. Full of biting wit, this science fiction satire is an out-of-this-world comedy with philosophical intrigue. As the titular Mickey 17, Robert Pattinson gives a career best performance. Although it lacks a compelling plot to match up to the promising premise, Mickey 17 is nonetheless never boring. This is the definition of blockbuster B-moviemaking. This may not become an awards contender like Bong Joon Ho’s Parasite, but it’s interesting, entertaining, and fun."
2025-05-25,8.0,I really enjoyed this movie!
2025-05-25,6.0,This movie is well acted. Everything else is just okay.
2025-05-25,4.0,"Weak sauce. True humor can only come from the depths. There must be something of far deeper meaning reflected to make anything of value and humor. The greatest humor is dark. And there is none of that here. There is not even any viable regular humor. It's all played for laughs rather than for truth and depth. There is nothing and no one to hold on to. The worst thing to do with any story, is to have no one to care for. I don't even need to fully relate to a character as long as I care about them and what happens to them. And there is nothing and no one here to care for. It is all surface schlock. There is no depth or meaning or purpose. It is all clownish caricature. I did not care for one single character. Each one was more selfish and surface than the last. I did not even care for Mickey 17. Bong Joon Ho has never impressed me with a single film he's made. They are all surface materials and have no depth of character or meaning. Everyone praises Snowpiercer as something grand and it was just as bland and shallow as this. I only give two stars for the visuals. However, visuals alone do not make a movie. Even then these visuals are not that great. I should give this film one star, but it is not the actors fault when the script is this bad and the director is this mediocre."
2025-05-25,2.0,Don't waste your time.
2025-05-25,9.0,"A different experience, the way the film progresses and develops the characters is captivating and particularly caught my attention, the whole concept is well developed even with his escapades to explain impossibilities, he does very well in all aspects, and integrates the comedy very well."
2025-05-25,10.0,"Amei o filme, fiquei presa nele, mas assistir no conforto de casa foi a melhor opção. :)"
2025-05-25,1.0,Horrible. Not sure what others who ranked it high saw that I didn’t.
2025-05-25,2.0,To dark and weird for me.  Definitely not funny unless you are warped.
2025-05-25,9.0,"Fantastic, hysterical, and incredibly relevant political satire set on the backdrop of wonderful science fiction set pieces."
2025-05-25,5.0,"Interesting and thought provoking, but plagued with dreariness. Something about these futuristic dystopian movies always have to be greay and grimey…why? Who wants to spend 2 hours in grey and grime? Blade runner, same thing. It also has a touch of Terry Gilliam- exhaustingly whimsical, which can make this a chore of a watch at times."
2025-05-25,4.0,"So different from the book (Mickey 7).
I did not like this.
Why so different?  Probably better if I hadn't read the book."
2025-05-25,6.0,"It's a good movie but i expected that it'll be better, 'cause directed it the parasites director, but huhh, better watch other movies"
2025-05-25,10.0,Another spectacular film by Boon Jo great and fabulous cast. Robert Pattinson amazing..👍👍
2025-05-24,10.0,"cara é muito bom, eu nao sei expressar o quanto eu gostei desse filme. achei incrivil a atuação do robert, como ele conseguiu interpretar cada personalidade muito bem. 

aiii aqueles bichinhos era mt fofos 😢😢😢"
2025-05-24,3.0,"Visually polished but narratively hollow.
Mickey 17 starts strong but collapses under the weight of its own premise. The second half abandons logic and emotional realism, with characters accepting absurd developments without question. What should’ve been a profound sci-fi exploration becomes a rushed, incoherent mess. Disappointing from both the director and the studio."
2025-05-24,4.0,"Um filme com uma ideia ótima, porém mal executada!
Pelo trailer os telespectadores acreditam ser algo mais ligado a ação com ficção científica, mas o filme é apelativo e traz uma sátira forçada!"
2025-05-24,8.0,"Mickey 17 might not be the sci fi film for everyone but it still delivers an entertaining time, while also having a lot to say. This movie is the latest project from legendary director Boon Joon Ho staring Robert Pattinson. The film dogs deep in a future society that we live in which is not very far off on how our current society is going. The quick premise is a disposable employee is sent on a human expedition to colonize the ice world Niflheim. After one iteration dies, a new body is regenerated with most of his memories intact. This sets up a very interesting premise but it could have still been so much more. Mark Ruffalo who plays the disgraced congressman who is leading the expedition here seems to really enjoy playing this part, as he plays it so well. I do wish the film would have been under 2 hours because it did seem to go on longer then it should have. Overall Mickey 17 gets a high 4 stars out of 5."
2025-05-24,5.0,"I’m usually a fan of Bong Joon Ho (the director), but this movie missed the mark. The CGI/effects were fantastic, but somewhere in the middle of the movie, the storyline was muddled & lost its way. Unfortunately, it went downhill from there. 

Mark Ruffalo usually does a top tier job with his roles, but it felt “off” & he didn’t do a good job with his portrayal. The other actors were fantastic though!"
2025-05-24,1.0,TRASH. Awful. horrible. dont waste your precious life.
2025-05-24,2.0,"Pattinson was solid. Ruffalo was flat out horrendous and ridiculously over the top. Could have been good but the director was so intent on lampooning a certain President, he ruined his movie. Couldn’t we just get an original villain? This was completed pre-election so I guess he took a gamble with the “two time loser” angle… oops. Well, at least he has Parasite, which was great."
2025-05-24,10.0,It’s such a shame that this film hadn’t gotten the views  it deserved. It’s a great film.
2025-05-24,1.0,"Terrible script, story and acting. I wish that I hadn't watched it."
2025-05-24,5.0,"An entertaining movie, actors seemed to enjoy making it however Mark Ruffalo’s thinly veiled attempt to mimic Trump made what was supposed to be fun entertainment, just another Hollywood lecture."
2025-05-23,5.0,"It had a promising start but then just rambles on and on. I get that it's intentional, but Mark Ruffalo is insufferable. The best part was the creatures."
2025-05-23,10.0,"Mickey 17 is a film like few others today. I love the way it portrays our bleak reality and how lost our humanity has become. The movie brilliantly illustrates how humans can be unbelievably foolish and despicable, treating lives with utter disregard. The lack of transparency in our reality is reflected throughout this film.

Ultimately, I find it to be an incredible movie. Robert Pattinson's performance is outstanding, and I also want to highlight the remarkable direction by Bong Joon Ho—his work in this film has been excellent, especially in the way he opens our eyes with this masterpiece"
2025-05-23,8.0,"Not as good as Parasite or Memories of Murder, but as good as Snowpiercer.

bassically, it's ""Hollywood"" Bong-Joon Ho"
2025-05-23,4.0,Good concept but does not deliver.
2025-05-23,10.0,"This movie is fun. Most of the criticism I see is for things that did happen, but didn't bother me. Is it long? Yes, it's a movie to savor, not one to squeeze in between other tasks. Does it love the creature design too much? Yes, because it's a cool design. See this movie. Give it time to immerse you. The romance is fun, the social commentary lands, the performances are STELLAR, especially Pattinson and Ackie, and it's an all around fun movie. Don't ask it to be something it's not and you'll have a fantastic time."
2025-05-22,1.0,Película terrible. El ritmo irregular y a veces lentísimo te rompe la narrativa. Las interpretaciones de Mark ruffalo y de Toni collete son histriónicas y sobreactuadas. Si has leído el libro aún te parecerá peor película por las malisimas decisiones en los cambios. Película totalmente prescindible.
2025-05-22,10.0,"What an incredible satire, it deals with issues of bioethics, survival, politics, collective thinking in a society governed by absolutism and totalitarianism, the awakening of individuals who begin to question the system, human narcissism and their lack of empathy with other living beings out of sheer ignorance. I think people who criticize it didn't have time to reflect and saw it in a very literal way, it's sad because I think it's a great work with a lot of background. 10/10"
2025-05-22,10.0,"What an incredible satire, it deals with issues of bioethics, survival, politics, collective thinking in a society governed by absolutism and totalitarianism, the awakening of individuals who begin to question the system, human narcissism and their lack of empathy with other living beings out of sheer ignorance. I think people who criticize it didn't have time to reflect and saw it in a very literal way, it's sad because I think it's a great work with a lot of background. 10/10"
2025-05-22,8.0,"Its a fascinating movie but it has a fundamental flaw. Mickey's memory is downloaded to the brick once every week through hard cable. It is to be noted that there is no wireless tech for that. Everytime he dies his new body is uploaded memories from the brick. So, he wouldn't have the memories of the death of his previous version. His concousness wouldn't continue, he would die. Consecutive mickey would just be a past copy. Another thing is with the advancement of telescopic tech humans from earth already know that the surface conditions of the alien planet. Why would they try to colonize the cold desert of a planet where crop ploduction would be impossible?"
2025-05-21,10.0,"Very strong plot with a fresh take on the sci-fi genre. The commentary and the cast are strong, which creates a very entertaining movie with a lot to say. NOT SIMILAR TO PARASITE, and that's okay! I enjoyed this movie thoroughly, and I loved seeing Bong Joon Ho expand into comedy. Pattinson's voice is a little silly, but it is a part of his character. Do yourself a favor and watch this film."
2025-05-20,5.0,"Interesting concept. However, it started strong and I started to lose interest"
2025-05-19,6.0,"One small step for man, one small step for man, one small step for man."
2025-05-19,5.0,It's hard to describe this one. Alien but a comedy? I'd say my most meh of 2025
2025-05-18,10.0,"Honestly I had so much fun watching this. The book it's based on is hardly Isaac Asimov. I honestly think it tidied up a few things and fleshed out a few characters. Mickey 17 is more sympathetic than Mickey 7, and the films depictions of female characters are again, way more fleshed out and interesting. It's chaotic and hilarious. Give it a go."
2025-05-18,4.0,"Robert Pattinson wasn't bad in this movie. At one point, he's playing alter egos which can be hard to pull off. His main character (Mickey 17) wasn't the ballsy type that we were expecting in the beginning (knowing that he chose the bravest job on the ship). He played a timid and gentle soul - which we're not use to seeing. His acting was believable. The humor wasn't there. If anything, you're laughing because most of the scenes and characters were bad. I couldn't finish the last 49 mins of the movie. I wish they chose a different cast for this movie. I think it would have elevated it a lot more."
2025-05-17,8.0,"I am not sure why this movie bombed as badly as it did. I watched it last night and it was thorougly enjoyable. It poses the existential questions about life, death and does it all have meaning if you can be ""reconstructed"" and have your most recent memories restored. Pattinson is great, but Mark Ruffalo provides most of the comic relief as a wannabe dictator. Go watch it. Cheers."
2025-05-16,10.0,Felt original with a lot of interesting ideas. great cast. Great for sci-fi fans.
2025-05-16,6.0,"Bong Joon Ho is back to the big screen with what should feel like a love letter to his sci-fi fans, the movie, however feels like something a Bong Joon Ho's copycat will make.

While 'MICKEY 17' wasn't a bad watch, it still had it's bumps, although, this movie was steady and quite engaging to an extent, it was not enough to make it an amazing cinematic experience. The movie started out well, but felt too dragged to be enjoyed.

This movie, however, was pulled out of it's icy rubbles by Robert Pattinson's power-house dual performance proving once more that you cannot get enough of Pattinson. Naomi Ackie also made up for the length by giving us one of her best performance yet. The ensemble was great.

Bong Joon Ho also directed this movie to a solid ground but it just wasn't enough to keep this movie on air.

Bong Joon Ho's 'MICKEY 17' was a decent watch, but it didn't quite feel like the Bong Joon Ho movie we are used to which at the end caused this movie to give a mid cinematic experience!"
2025-05-15,7.0,"Love how different this movie is. The tone is a little all over the place, but it is very entertaining and I would highly recommend."
2025-05-15,8.0,"A fun sci-fi tale with a pleasantly positive ending. Mark Ruffalo and Robert Pattinson are incredible, with Pattinson doing such a good job that he was almost unrecognizable."
2025-05-15,7.0,Wasn’t bad. Pleasantly surprised with how well done it was. Worse part of the movie is definitely Mark Ruffalo. He was the wrong casting choice for the role he had
2025-05-15,10.0,"Another hard-hitting tough one from the great director, however very rewarding to the end."
2025-05-14,6.0,"Started off promising, quirky, satirical. Really showcases Robert Pattinsons acting range! Then it got a bit long... bit too weird. Overly convoluted and wanted it to end."
2025-05-14,9.0,"Wonderful! A Stella cast al on top form, an interesting and different story, and of course directed by a master!"
